Temp(C),Portions
12.2,53.93793484
11.8,53.93793484
11.8,53.93793484
11.8,53.93793484
12,53.93793484
11.8,53.93793484
11.6,53.93793484
11.8,53.93793484
11.8,53.93793484
11.4,53.93793484
11.1,53.93793484
11.2,53.93793484
11,53.93793484
11.1,53.93793484
11.6,54.94463201
12,54.94463201
12.7,54.94463201
12.6,54.94463201
12.7,54.94463201
12.7,54.94463201
11.7,54.94463201
11.5,54.94463201
11.3,54.94463201
10.8,54.94463201
10.5,54.94463201
10.1,54.94463201
9.7,54.94463201
9.8,54.94463201
10,54.94463201
9.6,54.94463201
9.6,54.94463201
9.6,54.94463201
9.6,54.94463201
9.6,54.94463201
9.3,54.94463201
8.5,54.94463201
7.7,54.94463201
9.5,54.94463201
12,54.94463201
13.8,54.94463201
15.3,54.94463201
16.6,54.94463201
15.9,54.94463201
15.9,54.94463201
15,54.94463201
14.1,54.94463201
12.1,54.94463201
9.9,54.94463201
8.9,54.94463201
9,54.94463201
8.1,54.94463201
7.4,54.94463201
6.9,54.94463201
6.5,55.96394806
6.2,55.96394806
6.1,55.96394806
6.2,55.96394806
6.3,55.96394806
6.2,55.96394806
6,55.96394806
5.9,55.96394806
8.4,55.96394806
12.8,55.96394806
14.2,55.96394806
16.5,55.96394806
17.2,55.96394806
17.1,55.96394806
17.5,55.96394806
16.3,55.96394806
14.5,55.96394806
12.7,55.96394806
10,55.96394806
8.8,55.96394806
8,55.96394806
7.1,55.96394806
6.5,55.96394806
5.9,55.96394806
5.6,55.96394806
5.3,55.96394806
5.2,55.96394806
4.9,55.96394806
4.7,55.96394806
4.5,55.96394806
3.7,55.96394806
3.7,56.665118
7,56.665118
12.6,56.665118
14.2,56.665118
15.5,56.665118
16.8,56.665118
17,56.665118
16.6,56.665118
15.5,56.665118
14.2,56.665118
12.6,56.665118
10.2,56.665118
8.9,56.665118
7.6,56.665118
7.1,56.665118
6.3,56.665118
6.2,56.665118
7.6,56.665118
8.6,56.665118
9.1,56.665118
9.2,56.665118
9.2,56.665118
9.2,56.665118
9.4,56.665118
9.8,56.665118
10.6,56.665118
11.6,57.67120871
12.3,57.67120871
12,57.67120871
12.3,57.67120871
12.9,57.67120871
12.2,57.67120871
12.1,57.67120871
12.2,57.67120871
12.1,57.67120871
12,57.67120871
11.8,57.67120871
11.6,57.67120871
10.8,57.67120871
10.4,57.67120871
10.6,57.67120871
11,57.67120871
11.4,57.67120871
11.8,57.67120871
12.1,57.67120871
12.7,57.67120871
13,57.67120871
12.1,57.67120871
12.3,57.67120871
12.7,57.67120871
13.5,57.67120871
15.5,57.67120871
15.5,57.67120871
13.5,57.67120871
15.6,57.67120871
15.2,57.67120871
15.5,57.67120871
14.1,57.67120871
13.1,57.67120871
12.1,57.67120871
10.8,57.67120871
10.2,57.67120871
9.4,57.67120871
8,57.67120871
8,57.67120871
9.1,57.67120871
9.6,57.67120871
8.8,58.68807934
8.9,58.68807934
8.7,58.68807934
7.5,58.68807934
7.7,58.68807934
8.1,58.68807934
9.8,58.68807934
12.4,58.68807934
13.4,58.68807934
14.1,58.68807934
15,58.68807934
14.9,58.68807934
14,58.68807934
14.2,58.68807934
13.6,58.68807934
12,58.68807934
10.3,58.68807934
8.8,58.68807934
7.5,58.68807934
7.3,58.68807934
5.6,58.68807934
4.6,58.68807934
4.1,58.68807934
4.1,58.68807934
3.1,58.68807934
2.6,58.68807934
2.1,58.68807934
1.9,58.68807934
1.5,58.68807934
2.5,58.72166619
5.5,58.73933326
9.1,58.82310711
11.5,58.82310711
13.1,58.82310711
14.2,58.82310711
14.1,58.82310711
13.7,58.82310711
13,58.82310711
12.9,58.82310711
12,58.82310711
11.4,58.82310711
11,58.82310711
10.8,58.82310711
10,59.83535249
8.5,59.83535249
7.6,59.83535249
7,59.83535249
7.4,59.83535249
8.2,59.83535249
9,59.83535249
8.2,59.83535249
7.2,59.83535249
6.3,59.83535249
6.1,59.83535249
8.3,59.83535249
10.9,59.83535249
12.9,59.83535249
14.9,59.83535249
15,59.83535249
14.4,59.83535249
14.7,59.83535249
14.5,59.83535249
13.8,59.83535249
12.5,59.83535249
10.1,59.83535249
10.2,59.83535249
8.6,59.83535249
7.8,59.83535249
7.4,59.83535249
7.2,59.83535249
6.8,59.83535249
6.6,59.83535249
6.6,59.83535249
6.4,59.83535249
6.5,60.82147854
6.6,60.82147854
6.8,60.82147854
7.3,60.82147854
8,60.82147854
8.8,60.82147854
9.3,60.82147854
9.4,60.82147854
9.4,60.82147854
9.6,60.82147854
9.8,60.82147854
10.2,60.82147854
10.7,60.82147854
11.4,60.82147854
12.2,60.82147854
13.5,60.82147854
13.7,60.82147854
13.4,60.82147854
12.2,60.82147854
11.1,60.82147854
11.5,60.82147854
11.5,60.82147854
11.6,60.82147854
11.4,60.82147854
10.2,60.82147854
9.6,60.82147854
10.5,60.82147854
11,60.82147854
12.2,60.82147854
14.3,60.82147854
16.1,60.82147854
16.3,60.82147854
16.3,60.82147854
16.5,60.82147854
16.6,60.82147854
16.2,60.82147854
14.6,60.82147854
12.3,60.82147854
10.5,60.82147854
10.4,60.82147854
9.9,60.82147854
9.8,60.82147854
9.1,60.82147854
8,60.82147854
7.9,60.82147854
8.1,61.82120658
7.8,61.82120658
7.7,61.82120658
7.5,61.82120658
6.6,61.82120658
6,61.82120658
5.9,61.82120658
8.9,61.82120658
11.4,61.82120658
13.3,61.82120658
14.9,61.82120658
15.2,61.82120658
14.9,61.82120658
15.4,61.82120658
14.1,61.82120658
14.7,61.82120658
12.6,61.82120658
11,61.82120658
9,61.82120658
7.4,61.82120658
7.2,61.82120658
8.3,61.82120658
8.9,61.82120658
9.4,61.82120658
9.3,61.82120658
9.5,61.82120658
9.2,61.82120658
8.6,61.82120658
8.4,61.82120658
8.6,61.82120658
8.5,61.82120658
9,62.82749147
9.9,62.82749147
11.6,62.82749147
13.7,62.82749147
14.4,62.82749147
14.3,62.82749147
14,62.82749147
11.9,62.82749147
10.8,62.82749147
10.3,62.82749147
9.3,62.82749147
8.3,62.82749147
7.9,62.82749147
7.1,62.82749147
5.7,62.82749147
5.3,62.82749147
5.1,62.82749147
4.2,62.82749147
3.8,62.82749147
3.7,62.82749147
3.5,62.82749147
3.6,62.82749147
3.3,62.82749147
3.9,62.82749147
6.8,62.82749147
9.7,62.82749147
12.1,62.82749147
13,62.82749147
13.6,62.82749147
13.6,62.82749147
13,62.82749147
12.1,62.82749147
11.4,62.82749147
9.5,63.83274223
6.8,63.83274223
5.2,63.83274223
4.4,63.83274223
3.5,63.83274223
3,63.83274223
2.7,63.83274223
2.5,63.83274223
2.2,63.83274223
1.9,63.83274223
1.6,63.83274223
1.1,63.83274223
1.1,63.83274223
2.1,63.83274223
2.9,63.83274223
6.1,63.83274223
9.1,63.83274223
10.5,63.83274223
12,63.83274223
12.8,63.83274223
13.6,63.83274223
13.8,63.83274223
13.2,63.83274223
11.9,63.83274223
9.9,63.83274223
7.2,63.83274223
5.5,63.83274223
4.8,63.83274223
4.1,63.83274223
5,63.83274223
5.3,63.83274223
4.9,63.83274223
4.3,64.72621447
3.4,64.72621447
2.7,64.72621447
2.9,64.72621447
2.3,64.72621447
1.9,64.72621447
3.3,64.72621447
6.9,64.72621447
10.3,64.72621447
12.3,64.72621447
14.2,64.72621447
15.1,64.72621447
15.4,64.72621447
14.4,64.72621447
13.5,64.72621447
12.5,64.72621447
11.1,64.72621447
10.2,64.72621447
8.9,64.72621447
6.8,64.72621447
6.3,64.72621447
6.9,64.72621447
7.6,64.72621447
7.9,64.72621447
8,64.72621447
8.4,64.72621447
8.5,64.72621447
8.3,64.72621447
8.2,64.72621447
8.1,65.73036699
8,65.73036699
9.1,65.73036699
11.1,65.73036699
11.9,65.73036699
12.8,65.73036699
13.3,65.73036699
13.3,65.73036699
13.5,65.73036699
13.6,65.73036699
13.3,65.73036699
12.9,65.73036699
12.9,65.73036699
12.5,65.73036699
12.8,65.73036699
12.9,65.73036699
12.2,65.73036699
12.4,65.73036699
12.7,65.73036699
13,65.73036699
13.2,65.73036699
13.3,65.73036699
13.4,65.73036699
12.9,65.73036699
12.3,65.73036699
12.6,65.73036699
13.1,65.73036699
13.6,65.73036699
13.6,65.73036699
13.7,65.73036699
13.4,65.73036699
13.2,65.73036699
13.3,65.73036699
13.4,65.73036699
13.6,65.73036699
13.7,65.73036699
13.3,65.73036699
12.9,65.73036699
12.8,65.73036699
12.4,65.73036699
12.4,65.73036699
12.5,65.73036699
12.4,65.73036699
12.6,65.73036699
12.7,65.73036699
12.3,65.73036699
12.3,65.73036699
12.4,65.73036699
11.9,65.73036699
12.5,65.73036699
13.7,65.73036699
14.9,65.73036699
16.1,65.73036699
14.9,65.73036699
13.8,65.73036699
13.9,65.73036699
13.9,65.73036699
15.3,65.73036699
15.4,65.73036699
15.3,65.73036699
15.3,65.73036699
15.2,65.73036699
14.9,65.73036699
14.8,65.73036699
14.6,65.73036699
14.1,65.73036699
13.7,65.73036699
13.5,65.73036699
13.3,65.73036699
13.2,65.73036699
12.9,65.73036699
12.7,65.73036699
13,65.73036699
13.1,65.73036699
13.2,65.73036699
14.4,65.73036699
14,65.73036699
14.6,65.73036699
17,65.73036699
17.1,65.73036699
17.6,65.73036699
15.2,65.73036699
12.2,65.73036699
11,65.73036699
10.8,65.73036699
10.7,65.73036699
11.1,65.73036699
9.9,65.73036699
10.2,65.73036699
10.6,65.73036699
9.8,65.73036699
9.1,66.73043153
8.6,66.73043153
9.5,66.73043153
10.1,66.73043153
10.1,66.73043153
9.9,66.73043153
9.3,66.73043153
12.7,66.73043153
13.7,66.73043153
14.8,66.73043153
16,66.73043153
17.3,66.73043153
18.1,66.73043153
17.5,66.73043153
17.5,66.73043153
15.7,66.73043153
14,66.73043153
12.4,66.73043153
10.6,66.73043153
10,66.73043153
9.4,66.73043153
9.6,66.73043153
10,66.73043153
10.8,66.73043153
11.1,66.73043153
11.7,66.73043153
11.7,66.73043153
12,66.73043153
12.1,66.73043153
11.8,66.73043153
11.7,66.73043153
12.7,66.73043153
13.6,66.73043153
13.5,66.73043153
13.6,66.73043153
14.6,66.73043153
15.9,66.73043153
15.1,66.73043153
14.6,66.73043153
14.2,66.73043153
13.9,66.73043153
13.4,66.73043153
13.4,66.73043153
12.4,66.73043153
12.9,66.73043153
13.2,66.73043153
13.2,66.73043153
13.3,66.73043153
13.3,66.73043153
12.9,66.73043153
12.2,66.73043153
12,66.73043153
11.8,66.73043153
11.7,66.73043153
11.7,66.73043153
12,66.73043153
14.4,66.73043153
15.2,66.73043153
16,66.73043153
15.5,66.73043153
13.4,66.73043153
13.5,66.73043153
14.2,66.73043153
12.9,66.73043153
11.6,66.73043153
10.7,66.73043153
10.6,66.73043153
10.5,66.73043153
10.7,66.73043153
10.1,67.74563068
9.2,67.74563068
9.1,67.74563068
9.8,67.74563068
10.9,67.74563068
10.1,67.74563068
9.8,67.74563068
10.4,67.74563068
10.1,67.74563068
10.4,67.74563068
11,67.74563068
12.2,67.74563068
13.1,67.74563068
13.4,67.74563068
13.5,67.74563068
13.5,67.74563068
13.8,67.74563068
13.1,67.74563068
13.1,67.74563068
12.1,67.74563068
11.4,67.74563068
11.2,67.74563068
11.1,67.74563068
10.8,67.74563068
10.7,67.74563068
10.2,67.74563068
9.9,67.74563068
10.1,67.74563068
9.8,67.74563068
9.6,67.74563068
9.5,67.74563068
9,67.74563068
8.3,68.7472521
7.1,68.7472521
9.8,68.7472521
12.2,68.7472521
12.9,68.7472521
13.6,68.7472521
13.9,68.7472521
14.6,68.7472521
14.2,68.7472521
14.3,68.7472521
13.8,68.7472521
11.8,68.7472521
10.3,68.7472521
9.6,68.7472521
8.7,68.7472521
8.9,68.7472521
8.1,68.7472521
7.6,68.7472521
8.3,68.7472521
8.5,68.7472521
7.8,68.7472521
6.3,68.7472521
5,68.7472521
4.2,68.7472521
3.2,68.7472521
3.7,68.7472521
8.4,68.7472521
12.1,68.7472521
13.5,68.7472521
12.9,68.7472521
13.8,68.7472521
11.2,68.7472521
12,68.7472521
11.1,69.75270999
9.4,69.75270999
9.4,69.75270999
8.7,69.75270999
7.7,69.75270999
7.4,69.75270999
7,69.75270999
6.6,69.75270999
5.5,69.75270999
5.7,69.75270999
4.7,69.75270999
3.8,69.75270999
3.2,69.75270999
2.8,69.75270999
2.7,69.75270999
2.6,69.75270999
3.3,69.75270999
7.1,69.75270999
11,69.75270999
13.4,69.75270999
14.4,69.75270999
15.5,69.75270999
15.9,69.75270999
15.8,69.75270999
14.6,69.75270999
14.1,69.75270999
12.6,69.75270999
11.1,69.75270999
8.8,69.75270999
8.9,69.75270999
7,69.75270999
6.2,69.75270999
5.5,69.75270999
5.5,69.75270999
5.9,69.75270999
5.4,70.68317226
4.6,70.68317226
3.9,70.68317226
4.5,70.68317226
5.6,70.68317226
7.1,70.68317226
9.6,70.68317226
12.8,70.68317226
13.2,70.68317226
13.6,70.68317226
14.9,70.68317226
16,70.68317226
14.7,70.68317226
16.5,70.68317226
16.1,70.68317226
15,70.68317226
12.9,70.68317226
11.3,70.68317226
10.4,70.68317226
9.6,70.68317226
9.1,70.68317226
9.1,70.68317226
9.2,70.68317226
10.1,70.68317226
10.1,70.68317226
10.5,70.68317226
11.8,70.68317226
11.4,70.68317226
11.6,70.68317226
12.3,70.68317226
13.9,70.68317226
15.1,70.68317226
15.4,70.68317226
16.4,70.68317226
17.4,70.68317226
18.7,70.68317226
18.5,70.68317226
18,70.68317226
17.2,70.68317226
15,70.68317226
13.2,70.68317226
12,70.68317226
11.4,70.68317226
10.7,70.68317226
9.4,70.68317226
8.6,70.68317226
11.2,70.68317226
11.7,70.68317226
11.9,70.68317226
11.9,70.68317226
11.4,70.68317226
11.1,70.68317226
11.1,70.68317226
11.4,70.68317226
13.5,70.68317226
15,70.68317226
16,70.68317226
16.9,70.68317226
17.8,70.68317226
17.6,70.68317226
17.3,70.68317226
17.3,70.68317226
15.7,70.68317226
14.2,70.68317226
12.9,70.68317226
11.2,70.68317226
9.5,70.68317226
9.6,70.68317226
10.1,70.68317226
11,70.68317226
